Freq.	V(n003)
2.59997998266764e+04	(2.35215666501829e+01dB,-4.32226555241980e-01°)
2.61198094499565e+04	(2.35215668134463e+01dB,-4.34221668642716e-01°)
2.62403730124892e+04	(2.35215669782196e+01dB,-4.36225991712150e-01°)
2.63614930711417e+04	(2.35215671445169e+01dB,-4.38239566969122e-01°)
2.64831721945835e+04	(2.35215673123521e+01dB,-4.40262437128887e-01°)
2.66054129633403e+04	(2.35215674817396e+01dB,-4.42294645103955e-01°)
2.67282179698492e+04	(2.35215676526937e+01dB,-4.44336234005065e-01°)
2.68515898185132e+04	(2.35215678252288e+01dB,-4.46387247142060e-01°)
2.69755311257570e+04	(2.35215679993596e+01dB,-4.48447728024832e-01°)
2.71000445200818e+04	(2.35215681751008e+01dB,-4.50517720364243e-01°)
2.72251326421217e+04	(2.35215683524673e+01dB,-4.52597268073038e-01°)
2.73507981446992e+04	(2.35215685314742e+01dB,-4.54686415266803e-01°)
2.74770436928818e+04	(2.35215687121366e+01dB,-4.56785206264891e-01°)
2.76038719640385e+04	(2.35215688944697e+01dB,-4.58893685591352e-01°)
2.77312856478961e+04	(2.35215690784891e+01dB,-4.61011897975898e-01°)
2.78592874465971e+04	(2.35215692642103e+01dB,-4.63139888354864e-01°)
2.79878800747561e+04	(2.35215694516491e+01dB,-4.65277701872130e-01°)
2.81170662595181e+04	(2.35215696408213e+01dB,-4.67425383880113e-01°)
2.82468487406158e+04	(2.35215698317430e+01dB,-4.69582979940693e-01°)
2.83772302704280e+04	(2.35215700244303e+01dB,-4.71750535826252e-01°)
2.85082136140380e+04	(2.35215702188996e+01dB,-4.73928097520555e-01°)
2.86398015492921e+04	(2.35215704151672e+01dB,-4.76115711219821e-01°)
2.87719968668585e+04	(2.35215706132499e+01dB,-4.78313423333614e-01°)
2.89048023702866e+04	(2.35215708131644e+01dB,-4.80521280485923e-01°)
2.90382208760663e+04	(2.35215710149277e+01dB,-4.82739329516076e-01°)
2.91722552136879e+04	(2.35215712185568e+01dB,-4.84967617479774e-01°)
2.93069082257021e+04	(2.35215714240689e+01dB,-4.87206191650087e-01°)
2.94421827677801e+04	(2.35215716314816e+01dB,-4.89455099518475e-01°)
2.95780817087744e+04	(2.35215718408123e+01dB,-4.91714388795754e-01°)
2.97146079307793e+04	(2.35215720520787e+01dB,-4.93984107413164e-01°)
2.98517643291925e+04	(2.35215722652989e+01dB,-4.96264303523352e-01°)
2.99895538127762e+04	(2.35215724804907e+01dB,-4.98555025501400e-01°)
3.01279793037186e+04	(2.35215726976725e+01dB,-5.00856321945888e-01°)
3.02670437376964e+04	(2.35215729168626e+01dB,-5.03168241679877e-01°)
3.04067500639366e+04	(2.35215731380796e+01dB,-5.05490833751978e-01°)
3.05471012452793e+04	(2.35215733613422e+01dB,-5.07824147437414e-01°)
3.06881002582404e+04	(2.35215735866693e+01dB,-5.10168232239019e-01°)
3.08297500930748e+04	(2.35215738140801e+01dB,-5.12523137888331e-01°)
3.09720537538398e+04	(2.35215740435937e+01dB,-5.14888914346626e-01°)
3.11150142584587e+04	(2.35215742752296e+01dB,-5.17265611806008e-01°)
3.12586346387850e+04	(2.35215745090074e+01dB,-5.19653280690466e-01°)
3.14029179406666e+04	(2.35215747449469e+01dB,-5.22051971656912e-01°)
3.15478672240104e+04	(2.35215749830680e+01dB,-5.24461735596325e-01°)
3.16934855628471e+04	(2.35215752233910e+01dB,-5.26882623634774e-01°)
3.18397760453966e+04	(2.35215754659362e+01dB,-5.29314687134565e-01°)
3.19867417741332e+04	(2.35215757107240e+01dB,-5.31757977695249e-01°)
3.21343858658518e+04	(2.35215759577753e+01dB,-5.34212547154833e-01°)
3.22827114517336e+04	(2.35215762071110e+01dB,-5.36678447590761e-01°)
3.24317216774127e+04	(2.35215764587521e+01dB,-5.39155731321142e-01°)
3.25814197030429e+04	(2.35215767127200e+01dB,-5.41644450905774e-01°)
3.27318087033645e+04	(2.35215769690361e+01dB,-5.44144659147281e-01°)
3.28828918677718e+04	(2.35215772277222e+01dB,-5.46656409092300e-01°)
3.30346724003806e+04	(2.35215774888001e+01dB,-5.49179754032512e-01°)
3.31871535200963e+04	(2.35215777522919e+01dB,-5.51714747505868e-01°)
3.33403384606819e+04	(2.35215780182200e+01dB,-5.54261443297644e-01°)
3.34942304708272e+04	(2.35215782866069e+01dB,-5.56819895441669e-01°)
3.36488328142167e+04	(2.35215785574753e+01dB,-5.59390158221412e-01°)
3.38041487695999e+04	(2.35215788308480e+01dB,-5.61972286171175e-01°)
3.39601816308601e+04	(2.35215791067483e+01dB,-5.64566334077237e-01°)
3.41169347070843e+04	(2.35215793851995e+01dB,-5.67172356979015e-01°)
3.42744113226339e+04	(2.35215796662251e+01dB,-5.69790410170263e-01°)
3.44326148172147e+04	(2.35215799498490e+01dB,-5.72420549200224e-01°)
3.45915485459477e+04	(2.35215802360951e+01dB,-5.75062829874835e-01°)
3.47512158794407e+04	(2.35215805249877e+01dB,-5.77717308257874e-01°)
3.49116202038595e+04	(2.35215808165512e+01dB,-5.80384040672215e-01°)
3.50727649209995e+04	(2.35215811108102e+01dB,-5.83063083700972e-01°)
3.52346534483583e+04	(2.35215814077898e+01dB,-5.85754494188750e-01°)
3.53972892192078e+04	(2.35215817075150e+01dB,-5.88458329242811e-01°)
3.55606756826674e+04	(2.35215820100112e+01dB,-5.91174646234328e-01°)
3.57248163037766e+04	(2.35215823153039e+01dB,-5.93903502799594e-01°)
3.58897145635690e+04	(2.35215826234190e+01dB,-5.96644956841245e-01°)
3.60553739591459e+04	(2.35215829343827e+01dB,-5.99399066529492e-01°)
3.62217980037504e+04	(2.35215832482211e+01dB,-6.02165890303375e-01°)
3.63889902268421e+04	(2.35215835649609e+01dB,-6.04945486871995e-01°)
3.65569541741718e+04	(2.35215838846288e+01dB,-6.07737915215778e-01°)
3.67256934078567e+04	(2.35215842072519e+01dB,-6.10543234587702e-01°)
3.68952115064560e+04	(2.35215845328574e+01dB,-6.13361504514609e-01°)
3.70655120650468e+04	(2.35215848614730e+01dB,-6.16192784798418e-01°)
3.72365986953004e+04	(2.35215851931264e+01dB,-6.19037135517466e-01°)
3.74084750255587e+04	(2.35215855278457e+01dB,-6.21894617027695e-01°)
3.75811447009113e+04	(2.35215858656592e+01dB,-6.24765289964043e-01°)
3.77546113832727e+04	(2.35215862065955e+01dB,-6.27649215241663e-01°)
3.79288787514602e+04	(2.35215865506834e+01dB,-6.30546454057246e-01°)
3.81039505012716e+04	(2.35215868979520e+01dB,-6.33457067890326e-01°)
3.82798303455638e+04	(2.35215872484307e+01dB,-6.36381118504610e-01°)
3.84565220143315e+04	(2.35215876021491e+01dB,-6.39318667949236e-01°)
3.86340292547861e+04	(2.35215879591372e+01dB,-6.42269778560166e-01°)
3.88123558314356e+04	(2.35215883194251e+01dB,-6.45234512961474e-01°)
3.89915055261640e+04	(2.35215886830434e+01dB,-6.48212934066699e-01°)
3.91714821383117e+04	(2.35215890500227e+01dB,-6.51205105080157e-01°)
3.93522894847560e+04	(2.35215894203941e+01dB,-6.54211089498320e-01°)
3.95339313999923e+04	(2.35215897941890e+01dB,-6.57230951111182e-01°)
3.97164117362152e+04	(2.35215901714389e+01dB,-6.60264754003568e-01°)
3.98997343633999e+04	(2.35215905521757e+01dB,-6.63312562556541e-01°)
4.00839031693850e+04	(2.35215909364317e+01dB,-6.66374441448775e-01°)
4.02689220599544e+04	(2.35215913242392e+01dB,-6.69450455657923e-01°)
4.04547949589202e+04	(2.35215917156312e+01dB,-6.72540670461989e-01°)
4.06415258082061e+04	(2.35215921106407e+01dB,-6.75645151440752e-01°)
4.08291185679307e+04	(2.35215925093011e+01dB,-6.78763964477145e-01°)
4.10175772164920e+04	(2.35215929116462e+01dB,-6.81897175758671e-01°)
4.12069057506512e+04	(2.35215933177098e+01dB,-6.85044851778792e-01°)
4.13971081856178e+04	(2.35215937275264e+01dB,-6.88207059338394e-01°)
4.15881885551347e+04	(2.35215941411307e+01dB,-6.91383865547162e-01°)
4.17801509115635e+04	(2.35215945585574e+01dB,-6.94575337825034e-01°)
4.19729993259710e+04	(2.35215949798421e+01dB,-6.97781543903664e-01°)
4.21667378882149e+04	(2.35215954050202e+01dB,-7.01002551827801e-01°)
4.23613707070310e+04	(2.35215958341277e+01dB,-7.04238429956830e-01°)
4.25569019101200e+04	(2.35215962672009e+01dB,-7.07489246966150e-01°)
4.27533356442354e+04	(2.35215967042764e+01dB,-7.10755071848716e-01°)
4.29506760752710e+04	(2.35215971453911e+01dB,-7.14035973916409e-01°)
4.31489273883497e+04	(2.35215975905823e+01dB,-7.17332022801632e-01°)
4.33480937879120e+04	(2.35215980398876e+01dB,-7.20643288458740e-01°)
4.35481794978052e+04	(2.35215984933451e+01dB,-7.23969841165484e-01°)
4.37491887613730e+04	(2.35215989509929e+01dB,-7.27311751524642e-01°)
4.39511258415455e+04	(2.35215994128699e+01dB,-7.30669090465367e-01°)
4.41539950209294e+04	(2.35215998790150e+01dB,-7.34041929244867e-01°)
4.43578006018993e+04	(2.35216003494676e+01dB,-7.37430339449759e-01°)
4.45625469066885e+04	(2.35216008242675e+01dB,-7.40834392997740e-01°)
4.47682382774810e+04	(2.35216013034547e+01dB,-7.44254162139053e-01°)
4.49748790765030e+04	(2.35216017870699e+01dB,-7.47689719458039e-01°)
4.51824736861164e+04	(2.35216022751537e+01dB,-7.51141137874675e-01°)
4.53910265089106e+04	(2.35216027677476e+01dB,-7.54608490646178e-01°)
4.56005419677968e+04	(2.35216032648930e+01dB,-7.58091851368525e-01°)
4.58110245061013e+04	(2.35216037666319e+01dB,-7.61591293978046e-01°)
4.60224785876599e+04	(2.35216042730069e+01dB,-7.65106892752990e-01°)
4.62349086969124e+04	(2.35216047840606e+01dB,-7.68638722315130e-01°)
4.64483193389981e+04	(2.35216052998362e+01dB,-7.72186857631345e-01°)
4.66627150398509e+04	(2.35216058203772e+01dB,-7.75751374015225e-01°)
4.68781003462954e+04	(2.35216063457277e+01dB,-7.79332347128702e-01°)
4.70944798261434e+04	(2.35216068759320e+01dB,-7.82929852983611e-01°)
4.73118580682910e+04	(2.35216074110348e+01dB,-7.86543967943373e-01°)
4.75302396828155e+04	(2.35216079510815e+01dB,-7.90174768724627e-01°)
4.77496293010732e+04	(2.35216084961175e+01dB,-7.93822332398811e-01°)
4.79700315757980e+04	(2.35216090461889e+01dB,-7.97486736393866e-01°)
4.81914511811999e+04	(2.35216096013422e+01dB,-8.01168058495875e-01°)
4.84138928130639e+04	(2.35216101616241e+01dB,-8.04866376850737e-01°)
4.86373611888497e+04	(2.35216107270821e+01dB,-8.08581769965799e-01°)
4.88618610477920e+04	(2.35216112977639e+01dB,-8.12314316711585e-01°)
4.90873971510007e+04	(2.35216118737176e+01dB,-8.16064096323463e-01°)
4.93139742815620e+04	(2.35216124549919e+01dB,-8.19831188403335e-01°)
4.95415972446398e+04	(2.35216130416359e+01dB,-8.23615672921322e-01°)
4.97702708675778e+04	(2.35216136336990e+01dB,-8.27417630217537e-01°)
5.00000000000015e+04	(2.35216142312312e+01dB,-8.31237141003727e-01°)
5.02307895139213e+04	(2.35216148342830e+01dB,-8.35074286365068e-01°)
5.04626443038357e+04	(2.35216154429053e+01dB,-8.38929147761843e-01°)
5.06955692868355e+04	(2.35216160571494e+01dB,-8.42801807031231e-01°)
5.09295694027074e+04	(2.35216166770672e+01dB,-8.46692346389030e-01°)
5.11646496140392e+04	(2.35216173027110e+01dB,-8.50600848431434e-01°)
5.14008149063252e+04	(2.35216179341335e+01dB,-8.54527396136790e-01°)
5.16380702880714e+04	(2.35216185713881e+01dB,-8.58472072867345e-01°)
5.18764207909022e+04	(2.35216192145286e+01dB,-8.62434962371151e-01°)
5.21158714696668e+04	(2.35216198636092e+01dB,-8.66416148783693e-01°)
5.23564274025466e+04	(2.35216205186846e+01dB,-8.70415716629786e-01°)
5.25980936911628e+04	(2.35216211798101e+01dB,-8.74433750825395e-01°)
5.28408754606845e+04	(2.35216218470416e+01dB,-8.78470336679397e-01°)
5.30847778599379e+04	(2.35216225204352e+01dB,-8.82525559895471e-01°)
5.33298060615145e+04	(2.35216232000478e+01dB,-8.86599506573882e-01°)
5.35759652618820e+04	(2.35216238859367e+01dB,-8.90692263213336e-01°)
5.38232606814934e+04	(2.35216245781598e+01dB,-8.94803916712884e-01°)
5.40716975648986e+04	(2.35216252767754e+01dB,-8.98934554373696e-01°)
5.43212811808550e+04	(2.35216259818425e+01dB,-9.03084263901016e-01°)
5.45720168224395e+04	(2.35216266934205e+01dB,-9.07253133405998e-01°)
5.48239098071610e+04	(2.35216274115694e+01dB,-9.11441251407585e-01°)
5.50769654770725e+04	(2.35216281363498e+01dB,-9.15648706834455e-01°)
5.53311891988851e+04	(2.35216288678227e+01dB,-9.19875589026888e-01°)
5.55865863640813e+04	(2.35216296060499e+01dB,-9.24121987738656e-01°)
5.58431623890298e+04	(2.35216303510936e+01dB,-9.28387993139032e-01°)
5.61009227151000e+04	(2.35216311030166e+01dB,-9.32673695814651e-01°)
5.63598728087773e+04	(2.35216318618823e+01dB,-9.36979186771487e-01°)
5.66200181617797e+04	(2.35216326277546e+01dB,-9.41304557436778e-01°)
5.68813642911734e+04	(2.35216334006981e+01dB,-9.45649899661030e-01°)
5.71439167394904e+04	(2.35216341807779e+01dB,-9.50015305719928e-01°)
5.74076810748460e+04	(2.35216349680598e+01dB,-9.54400868316368e-01°)
5.76726628910565e+04	(2.35216357626101e+01dB,-9.58806680582464e-01°)
5.79388678077582e+04	(2.35216365644958e+01dB,-9.63232836081445e-01°)
5.82063014705264e+04	(2.35216373737845e+01dB,-9.67679428809784e-01°)
5.84749695509954e+04	(2.35216381905443e+01dB,-9.72146553199131e-01°)
5.87448777469784e+04	(2.35216390148440e+01dB,-9.76634304118385e-01°)
5.90160317825884e+04	(2.35216398467531e+01dB,-9.81142776875712e-01°)
5.92884374083599e+04	(2.35216406863416e+01dB,-9.85672067220604e-01°)
5.95621004013707e+04	(2.35216415336804e+01dB,-9.90222271345933e-01°)
5.98370265653641e+04	(2.35216423888407e+01dB,-9.94793485889988e-01°)
6.01132217308726e+04	(2.35216432518945e+01dB,-9.99385807938594e-01°)
6.03906917553410e+04	(2.35216441229146e+01dB,-1.00399933502719e+00°)
6.06694425232508e+04	(2.35216450019743e+01dB,-1.00863416514290e+00°)
6.09494799462453e+04	(2.35216458891477e+01dB,-1.01329039672667e+00°)
6.12308099632544e+04	(2.35216467845093e+01dB,-1.01796812867532e+00°)
6.15134385406211e+04	(2.35216476881347e+01dB,-1.02266746034379e+00°)
6.17973716722276e+04	(2.35216486000998e+01dB,-1.02738849154713e+00°)
6.20826153796226e+04	(2.35216495204815e+01dB,-1.03213132256277e+00°)
6.23691757121492e+04	(2.35216504493572e+01dB,-1.03689605413263e+00°)
6.26570587470729e+04	(2.35216513868051e+01dB,-1.04168278746521e+00°)
6.29462705897104e+04	(2.35216523329042e+01dB,-1.04649162423794e+00°)
6.32368173735597e+04	(2.35216532877339e+01dB,-1.05132266659919e+00°)
6.35287052604292e+04	(2.35216542513747e+01dB,-1.05617601717057e+00°)
6.38219404405693e+04	(2.35216552239076e+01dB,-1.06105177904913e+00°)
6.41165291328032e+04	(2.35216562054146e+01dB,-1.06595005580952e+00°)
6.44124775846589e+04	(2.35216571959781e+01dB,-1.07087095150629e+00°)
6.47097920725015e+04	(2.35216581956814e+01dB,-1.07581457067611e+00°)
6.50084789016667e+04	(2.35216592046088e+01dB,-1.08078101833996e+00°)
6.53085444065943e+04	(2.35216602228450e+01dB,-1.08577040000550e+00°)
6.56099949509624e+04	(2.35216612504756e+01dB,-1.09078282166926e+00°)
6.59128369278226e+04	(2.35216622875872e+01dB,-1.09581838981892e+00°)
6.62170767597355e+04	(2.35216633342669e+01dB,-1.10087721143567e+00°)
6.65227208989068e+04	(2.35216643906027e+01dB,-1.10595939399647e+00°)
6.68297758273244e+04	(2.35216654566834e+01dB,-1.11106504547634e+00°)
6.71382480568955e+04	(2.35216665325987e+01dB,-1.11619427435075e+00°)
6.74481441295850e+04	(2.35216676184390e+01dB,-1.12134718959793e+00°)
6.77594706175541e+04	(2.35216687142955e+01dB,-1.12652390070117e+00°)
6.80722341232998e+04	(2.35216698202605e+01dB,-1.13172451765129e+00°)
6.83864412797948e+04	(2.35216709364267e+01dB,-1.13694915094891e+00°)
6.87020987506281e+04	(2.35216720628881e+01dB,-1.14219791160685e+00°)
6.90192132301466e+04	(2.35216731997393e+01dB,-1.14747091115258e+00°)
6.93377914435968e+04	(2.35216743470757e+01dB,-1.15276826163060e+00°)
6.96578401472675e+04	(2.35216755049939e+01dB,-1.15809007560481e+00°)
6.99793661286333e+04	(2.35216766735910e+01dB,-1.16343646616101e+00°)
7.03023762064981e+04	(2.35216778529652e+01dB,-1.16880754690929e+00°)
7.06268772311402e+04	(2.35216790432155e+01dB,-1.17420343198650e+00°)
7.09528760844571e+04	(2.35216802444420e+01dB,-1.17962423605873e+00°)
7.12803796801119e+04	(2.35216814567455e+01dB,-1.18507007432376e+00°)
7.16093949636797e+04	(2.35216826802278e+01dB,-1.19054106251358e+00°)
7.19399289127948e+04	(2.35216839149915e+01dB,-1.19603731689682e+00°)
7.22719885372989e+04	(2.35216851611405e+01dB,-1.20155895428136e+00°)
7.26055808793896e+04	(2.35216864187792e+01dB,-1.20710609201680e+00°)
7.29407130137700e+04	(2.35216876880132e+01dB,-1.21267884799696e+00°)
7.32773920477981e+04	(2.35216889689490e+01dB,-1.21827734066252e+00°)
7.36156251216385e+04	(2.35216902616942e+01dB,-1.22390168900351e+00°)
7.39554194084130e+04	(2.35216915663572e+01dB,-1.22955201256189e+00°)
7.42967821143530e+04	(2.35216928830474e+01dB,-1.23522843143415e+00°)
7.46397204789524e+04	(2.35216942118754e+01dB,-1.24093106627394e+00°)
7.49842417751213e+04	(2.35216955529525e+01dB,-1.24666003829462e+00°)
7.53303533093398e+04	(2.35216969063913e+01dB,-1.25241546927189e+00°)
7.56780624218131e+04	(2.35216982723053e+01dB,-1.25819748154649e+00°)
7.60273764866275e+04	(2.35216996508089e+01dB,-1.26400619802677e+00°)
7.63783029119063e+04	(2.35217010420178e+01dB,-1.26984174219140e+00°)
7.67308491399674e+04	(2.35217024460487e+01dB,-1.27570423809201e+00°)
7.70850226474807e+04	(2.35217038630191e+01dB,-1.28159381035592e+00°)
7.74408309456268e+04	(2.35217052930480e+01dB,-1.28751058418879e+00°)
7.77982815802565e+04	(2.35217067362550e+01dB,-1.29345468537738e+00°)
7.81573821320505e+04	(2.35217081927613e+01dB,-1.29942624029223e+00°)
7.85181402166804e+04	(2.35217096626887e+01dB,-1.30542537589045e+00°)
7.88805634849703e+04	(2.35217111461605e+01dB,-1.31145221971844e+00°)
7.92446596230585e+04	(2.35217126433009e+01dB,-1.31750689991462e+00°)
7.96104363525614e+04	(2.35217141542353e+01dB,-1.32358954521231e+00°)
7.99779014307363e+04	(2.35217156790903e+01dB,-1.32970028494243e+00°)
8.03470626506468e+04	(2.35217172179936e+01dB,-1.33583924903634e+00°)
8.07179278413272e+04	(2.35217187710739e+01dB,-1.34200656802865e+00°)
8.10905048679495e+04	(2.35217203384614e+01dB,-1.34820237306010e+00°)
8.14648016319891e+04	(2.35217219202872e+01dB,-1.35442679588032e+00°)
8.18408260713934e+04	(2.35217235166837e+01dB,-1.36067996885079e+00°)
8.22185861607496e+04	(2.35217251277846e+01dB,-1.36696202494762e+00°)
8.25980899114538e+04	(2.35217267537246e+01dB,-1.37327309776452e+00°)
8.29793453718811e+04	(2.35217283946398e+01dB,-1.37961332151563e+00°)
8.33623606275562e+04	(2.35217300506675e+01dB,-1.38598283103853e+00°)
8.37471438013250e+04	(2.35217317219461e+01dB,-1.39238176179705e+00°)
8.41337030535265e+04	(2.35217334086155e+01dB,-1.39881024988433e+00°)
8.45220465821663e+04	(2.35217351108166e+01dB,-1.40526843202572e+00°)
8.49121826230904e+04	(2.35217368286919e+01dB,-1.41175644558176e+00°)
8.53041194501593e+04	(2.35217385623849e+01dB,-1.41827442855118e+00°)
8.56978653754244e+04	(2.35217403120405e+01dB,-1.42482251957387e+00°)
8.60934287493036e+04	(2.35217420778050e+01dB,-1.43140085793400e+00°)
8.64908179607583e+04	(2.35217438598260e+01dB,-1.43800958356290e+00°)
8.68900414374720e+04	(2.35217456582522e+01dB,-1.44464883704222e+00°)
8.72911076460285e+04	(2.35217474732341e+01dB,-1.45131875960697e+00°)
8.76940250920913e+04	(2.35217493049231e+01dB,-1.45801949314855e+00°)
8.80988023205848e+04	(2.35217511534723e+01dB,-1.46475118021795e+00°)
8.85054479158744e+04	(2.35217530190360e+01dB,-1.47151396402872e+00°)
8.89139705019495e+04	(2.35217549017700e+01dB,-1.47830798846019e+00°)
8.93243787426059e+04	(2.35217568018314e+01dB,-1.48513339806055e+00°)
8.97366813416297e+04	(2.35217587193789e+01dB,-1.49199033805011e+00°)
9.01508870429818e+04	(2.35217606545725e+01dB,-1.49887895432431e+00°)
9.05670046309835e+04	(2.35217626075736e+01dB,-1.50579939345703e+00°)
9.09850429305026e+04	(2.35217645785452e+01dB,-1.51275180270371e+00°)
9.14050108071406e+04	(2.35217665676518e+01dB,-1.51973633000468e+00°)
9.18269171674208e+04	(2.35217685750591e+01dB,-1.52675312398824e+00°)
9.22507709589772e+04	(2.35217706009347e+01dB,-1.53380233397399e+00°)
9.26765811707441e+04	(2.35217726454473e+01dB,-1.54088410997615e+00°)
9.31043568331469e+04	(2.35217747087675e+01dB,-1.54799860270671e+00°)
9.35341070182936e+04	(2.35217767910673e+01dB,-1.55514596357885e+00°)
9.39658408401670e+04	(2.35217788925201e+01dB,-1.56232634471015e+00°)
9.43995674548183e+04	(2.35217810133011e+01dB,-1.56953989892598e+00°)
9.48352960605610e+04	(2.35217831535869e+01dB,-1.57678677976284e+00°)
9.52730358981660e+04	(2.35217853135558e+01dB,-1.58406714147171e+00°)
9.57127962510580e+04	(2.35217874933877e+01dB,-1.59138113902142e+00°)
9.61545864455116e+04	(2.35217896932641e+01dB,-1.59872892810208e+00°)
9.65984158508499e+04	(2.35217919133682e+01dB,-1.60611066512842e+00°)
9.70442938796427e+04	(2.35217941538846e+01dB,-1.61352650724333e+00°)
9.74922299879061e+04	(2.35217964150000e+01dB,-1.62097661232119e+00°)
9.79422336753033e+04	(2.35217986969024e+01dB,-1.62846113897141e+00°)
9.83943144853461e+04	(2.35218009997816e+01dB,-1.63598024654189e+00°)
9.88484820055969e+04	(2.35218033238293e+01dB,-1.64353409512250e+00°)
9.93047458678725e+04	(2.35218056692386e+01dB,-1.65112284554858e+00°)
9.97631157484479e+04	(2.35218080362046e+01dB,-1.65874665940456e+00°)
1.00223601368262e+05	(2.35218104249240e+01dB,-1.66640569902741e+00°)
1.00686212493123e+05	(2.35218128355954e+01dB,-1.67410012751024e+00°)
1.01150958933918e+05	(2.35218152684191e+01dB,-1.68183010870593e+00°)
1.01617850546815e+05	(2.35218177235972e+01dB,-1.68959580723063e+00°)
1.02086897233481e+05	(2.35218202013337e+01dB,-1.69739738846755e+00°)
1.02558108941282e+05	(2.35218227018343e+01dB,-1.70523501857036e+00°)
1.03031495663504e+05	(2.35218252253067e+01dB,-1.71310886446708e+00°)
1.03507067439556e+05	(2.35218277719602e+01dB,-1.72101909386362e+00°)
1.03984834355189e+05	(2.35218303420064e+01dB,-1.72896587524755e+00°)
1.04464806542706e+05	(2.35218329356584e+01dB,-1.73694937789170e+00°)
1.04946994181180e+05	(2.35218355531315e+01dB,-1.74496977185802e+00°)
1.05431407496669e+05	(2.35218381946427e+01dB,-1.75302722800128e+00°)
1.05918056762429e+05	(2.35218408604111e+01dB,-1.76112191797278e+00°)
1.06406952299140e+05	(2.35218435506577e+01dB,-1.76925401422425e+00°)
1.06898104475116e+05	(2.35218462656056e+01dB,-1.77742369001156e+00°)
1.07391523706531e+05	(2.35218490054797e+01dB,-1.78563111939858e+00°)
1.07887220457638e+05	(2.35218517705070e+01dB,-1.79387647726105e+00°)
1.08385205240989e+05	(2.35218545609166e+01dB,-1.80215993929040e+00°)
1.08885488617662e+05	(2.35218573769396e+01dB,-1.81048168199766e+00°)
1.09388081197482e+05	(2.35218602188092e+01dB,-1.81884188271736e+00°)
1.09892993639246e+05	(2.35218630867606e+01dB,-1.82724071961145e+00°)
1.10400236650949e+05	(2.35218659810311e+01dB,-1.83567837167324e+00°)
1.10909820990015e+05	(2.35218689018604e+01dB,-1.84415501873134e+00°)
1.11421757463520e+05	(2.35218718494898e+01dB,-1.85267084145371e+00°)
1.11936056928422e+05	(2.35218748241634e+01dB,-1.86122602135161e+00°)
1.12452730291794e+05	(2.35218778261270e+01dB,-1.86982074078362e+00°)
1.12971788511053e+05	(2.35218808556287e+01dB,-1.87845518295967e+00°)
1.13493242594196e+05	(2.35218839129190e+01dB,-1.88712953194518e+00°)
1.14017103600026e+05	(2.35218869982504e+01dB,-1.89584397266508e+00°)
1.14543382638393e+05	(2.35218901118778e+01dB,-1.90459869090792e+00°)
1.15072090870430e+05	(2.35218932540584e+01dB,-1.91339387332998e+00°)
1.15603239508784e+05	(2.35218964250515e+01dB,-1.92222970745951e+00°)
1.16136839817860e+05	(2.35218996251189e+01dB,-1.93110638170076e+00°)
1.16672903114055e+05	(2.35219028545247e+01dB,-1.94002408533828e+00°)
1.17211440766001e+05	(2.35219061135352e+01dB,-1.94898300854109e+00°)
1.17752464194805e+05	(2.35219094024193e+01dB,-1.95798334236686e+00°)
1.18295984874293e+05	(2.35219127214481e+01dB,-1.96702527876629e+00°)
1.18842014331249e+05	(2.35219160708952e+01dB,-1.97610901058728e+00°)
1.19390564145664e+05	(2.35219194510367e+01dB,-1.98523473157924e+00°)
1.19941645950979e+05	(2.35219228621511e+01dB,-1.99440263639744e+00°)
1.20495271434335e+05	(2.35219263045192e+01dB,-2.00361292060738e+00°)
1.21051452336814e+05	(2.35219297784245e+01dB,-2.01286578068904e+00°)
1.21610200453696e+05	(2.35219332841530e+01dB,-2.02216141404140e+00°)
1.22171527634704e+05	(2.35219368219932e+01dB,-2.03150001898675e+00°)
1.22735445784257e+05	(2.35219403922361e+01dB,-2.04088179477518e+00°)
1.23301966861722e+05	(2.35219439951754e+01dB,-2.05030694158902e+00°)
1.23871102881669e+05	(2.35219476311073e+01dB,-2.05977566054727e+00°)
1.24442865914125e+05	(2.35219513003306e+01dB,-2.06928815371021e+00°)
1.25017268084827e+05	(2.35219550031470e+01dB,-2.07884462408378e+00°)
1.25594321575484e+05	(2.35219587398605e+01dB,-2.08844527562424e+00°)
1.26174038624034e+05	(2.35219625107780e+01dB,-2.09809031324271e+00°)
1.26756431524901e+05	(2.35219663162091e+01dB,-2.10777994280973e+00°)
1.27341512629257e+05	(2.35219701564662e+01dB,-2.11751437115992e+00°)
1.27929294345288e+05	(2.35219740318642e+01dB,-2.12729380609659e+00°)
1.28519789138449e+05	(2.35219779427211e+01dB,-2.13711845639642e+00°)
1.29113009531735e+05	(2.35219818893576e+01dB,-2.14698853181418e+00°)
1.29708968105946e+05	(2.35219858720970e+01dB,-2.15690424308737e+00°)
1.30307677499950e+05	(2.35219898912658e+01dB,-2.16686580194103e+00°)
1.30909150410955e+05	(2.35219939471932e+01dB,-2.17687342109248e+00°)
1.31513399594775e+05	(2.35219980402112e+01dB,-2.18692731425608e+00°)
1.32120437866103e+05	(2.35220021706550e+01dB,-2.19702769614809e+00°)
1.32730278098783e+05	(2.35220063388626e+01dB,-2.20717478249148e+00°)
1.33342933226080e+05	(2.35220105451748e+01dB,-2.21736879002082e+00°)
1.33958416240957e+05	(2.35220147899358e+01dB,-2.22760993648710e+00°)
1.34576740196352e+05	(2.35220190734924e+01dB,-2.23789844066273e+00°)
